Person,File,Transcription,Pauses
David Prowse,DavidProwse_10.wav," I  did  this  Stanley  Kubrick  round  me  out  one  day. (pause for 0.5s)  I  said  he  was  doing  this  film,  a  clockwork  orange,  and  asked  me  if  I  would  go  up  to  this  house  and  I  think  it  was  in  Reblet  up  in  North  London. (pause for 1.4s)  And  we  filmed  this  terrible  movie. (pause for 0.6s)  It  was  quite  strange  actually,  because  I  mean,  the  first  scene  I  did,  I  was  doing  nothing  else,  but  carrying  Alex,  who  was  Malcolm  McDowell,  down  the  stairs, (pause for 1.0s)  and  I  did  all  daylight,  you  know,  non -stop,  and  at  the  end  of  the  day,  I  could  hardly  move,  I  could  hardly  move  my  arms,  like,  you  know, (pause for 0.5s)  and  then  Stanley  turned  around  to  me.  He  said,  oh,  he  said  to  the  next  day,  he  said,  we're  going  to  do  this  thing  where  you  can  carry  Patrick  McGee  down  the  stairs  in  his  wheelchair. (pause for 0.8s)  I  said,  hang  on  a  minute,  I  said,  oh,  I  said,  I  said,  you  know,  I  said,  you  know,  it's  not  one  take,  Kubrick,  you  know,  and  he  said,  oh,  we  do  it  as  quick  as  we  can,  you  know,  and  we  shot  the  scene  in  about  three  or  four  takes.  He  was  a  hard  taskmaster  to  work  for,  but  a  lovely  guy,  I  loved  him,  I  got  him  very,  very  well  with  him.  And  of  course,  you  know,  that  came  out  in  1971,  I  think  it  was. (pause for 0.5s)  And  luckily  for  me,  George  Lucas  saw  it, (pause for 0.6s)  because  it  was  out  very,  very  briefly,  you  know,  because  it  was,  it  created  a  lot  of  bad  publicity,  you  know,  over  the  content  of  the  film. (pause for 2.2s)  And  anyway,  I  said,  Lucas  saw  it  in  the  very  brief  period  that  it  was  out,  and  I  remember  me  for  five  years,  and  then  came  to  London  and  set  himself  up  in  the  20th  Century  Fox  offices  in  London,  Central  London. (pause for 0.7s)  And  got  in  touch  with  the  Managing  Director  and  said,  look,  do  me  a  favor.  Can  you,  can  you  find  me  this  guy,  Dave  Price?  And  then  I  got  called  in,  and  I  said  to  myself,","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
David Prowse,DavidProwse_5.wav," My  brother  had  a  prostate  first  and  we  organised  a  charity  golf  tournament  in  aid  of  the  prostate  charity  and  we  raised  about  £1,000  for  the  charity  and  I  presented  the  check  to  the  lady  from  the  prostate  cancer  charity  and  she  said  to  me  she  said  if  you  are  interested  and  I  said  I  am  perfectly  alright  thank  you  very  much  there  is  nothing  wrong  with  me  and  so  then  she  said  well  it  said  all  men  over  50  ought  to  be  tested  and  so  the  next  time  I  went  see  my  doctor  I  said  do  me  a  favour  can  you  give  me  a  chit?  to  go  and  get  a  blood  test  and  had  the  blood  test  and  next  thing  I  know  they  called  me  up  and  said  we  want  to  do  a  biopsy  and  they  did  the  biopsy  it  took  12  samples  and  they  came  back  and  they  said  well  10  other  samples  that  you  had  were  suspicious  in  other  words  you  got  prostate  cancer (pause for 0.5s)  and  so  they  said  how  do  you  want  to  treat  it  and  they  said  what  are  the  options  and  biopsy  to  go  for  the  radiotherapy  and  so  had  39  sessions  of  radiotherapy  at  the  Royal  Marathon  Hospital  in  Sutton  and  at  the  end  of  it  that  was  the  end  of  it",(pause
David Prowse,DavidProwse_0.wav," and  I  play  the  game  much,  that  would  probably  be  one  of  the  last  things  that  I  would  play. (pause for 1.1s)  I'm  lumbered  with  the  situation,  I  mean  it's,  I'm  still,  I'll  be  an  ostracized,  is  it  where, (pause for 0.5s)  I  mean  it's  silly  things  like,  you  know,  for  instance, (pause for 0.5s)  they  stopped  me  from  doing  the  Disney  Star  Wars  weekend,  so  I  used  to  love  doing  the  Disney  Star  Wars  weekends  and  it  was  a,  it  was  a  sort  of  lovely,  lovely  job  to  have  every  year  doing  the  Disney  Star  Wars  weekend,  out  in  Florida. (pause for 1.1s)  And  then, (pause for 0.8s)  I  mean,  that's  one  thing  which  they,  which  they  put  the,  put  the  block  on, (pause for 0.9s)  and  other  things  have  cropped  up,  which  they  haven't,  you  know,","(pause, (pause, (pause, (pause, (pause, (pause"
Allan Burns,AllanBurns_5.wav," Chris  Hayward,  who  was  really  one  of  J's  top  writers, (pause for 0.9s)  and  who  had  another  partner  at  the  time,  and  Chris  created  Dudley -Due  Wright, (pause for 1.0s)  and  he  wrote  a  lot  of  the  Rocky  and  Bullwinkle  episodes, (pause for 0.9s)  and  was  generally  a  pretty  hilarious  guy. (pause for 1.2s)  He  and  I  decided  that  we  really  didn't  want  to  stay  in  the  animation  business  forever.  I  didn't  want  to  be  writing  from  moves  when  I  was  45  years  old, (pause for 1.2s)  and  Chris,  who  was  10  years  older  than  I,  sure  didn't  want  to  do  it  anymore. (pause for 1.8s)  So  we  began  trying  our  hand  at  freelance  stuff, (pause for 1.8s)  while  we  were  still  working  for  J. (pause for 4.0s)  And  we  came  up  with  an  idea  to  do  a  series  about  a  family  of  sort  of  weird  offbeat  characters (pause for 1.1s)  that  were  loosely  based  in  our  minds  on  the  Charles  Adams  cartoons,  he  used  to  be  in  the  New  Yorker,  the  very  strange  looking  husband  and  wife,  and  look  like  Peter  Laurie  and  the  empire. (pause for 1.8s)  We  thought  that  would  make  an  interesting  kind  of  family  comedy.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Emile Griffith,emilegriffith_5.wav," I  didn't  know  that  I  understood  a  little  Spanish, (pause for 0.5s)  but  at  the  time, (pause for 0.5s)  I  knew  my  kung -men, (pause for 1.0s)  and  I  wasn't  nobody.","(pause, (pause, (pause"
Andrew Sachs,andrewsachs_15.wav," made  with  the  reaction  of  two  chemicals. (pause for 1.1s)  One  of  them  went  wrong, (pause for 0.8s)  and  instead  of  just  smoking,  which  it  did,  it  also  soaked  through  the  jacket  during  dress  rehearsal  in  the  afternoon,  I  remember. (pause for 0.6s)  And  I  said,  God,  hotter  and  hotter,  you  say,  I'm  sad  to  stop. (pause for 1.2s)  I  said,  well,  something's  wrong. (pause for 0.7s)  Took  the  jacket  off,  and  my  skin  was  kind  of  plum  colored.  All  the  years. (pause for 1.1s)  However,  not  much  pain  had  it  dressed,  and  did  the  show  in  the  evening.  Now,  that  got  a  bit  painful. (pause for 1.2s)  So  if  you  ever  see  the  show  again,  just  have  a  little  tear  of  sorrow  there  for  me  there. (pause for 0.8s)  And  at  the  same  time,  this  is  where  it  really  hurt.  It's  because  at  the  same  time  I  was  doing,  I  was  playing  the  lead  in  no  sex.  Please  wear  British  at  the  Strand  Theatre  in  London  every  night. (pause for 0.9s)  1975. (pause for 1.4s)  We  recorded  on  a  Sunday. (pause for 1.9s)  And  that  was  very  physical  show. (pause for 0.9s)  And  for  the  next  three  weeks,  I  had  have  my  arms  and  things  dressed  every  day. (pause for 0.9s)  But  to  have,  as  part  of  the  business  in  the  show,  to  have  these  encyclopedias  thrown  at  me  like  this  as  a  gag  into  their,  oh,  no,  no,  such  pain. (pause for 1.6s)  That's  not  nice. (pause for 0.7s)  But  you  know,  you  survive,  it's  all  right. (pause for 1.0s)  And  as  for  the  violence  that  John  is  supposed  to  have  handed  down  to  me,  he  never  did. (pause for 0.6s)  He  told  me  to  say.  OK. (pause for 8.3s)  Behind  side  things, (pause for 0.6s)  you  know,  you're  just...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Andrew Sachs,andrewsachs_10.wav," I  have  decided.  I  didn't  need  to  decide.  I'm  not  going  to  take  it  anywhere. (pause for 0.7s)  I'm  not  out  for  revenge  or  anything  like  that. (pause for 0.6s)  These  two  performers,  I'm  a  performer. (pause for 1.2s)  Sometimes  it  goes  very  wrong  and  it's  up  to  them  to  do  better. (pause for 0.6s)  Both  apologize  to  me, (pause for 1.4s)  but  it's  a  very  nice  letter.  Very  nice,  which  I  appreciate  as  you  respond  to. (pause for 2.3s)  And  flowers. (pause for 0.7s)  Look  for  me,  I  hope.  My  wife,  I  guess.  He  contacted  me.  I  was  in  the  street  listening  to  this.  They  transferred  some  of  that  recorded  stuff  onto  my  mobile. (pause for 0.6s)  There  was  a  lot  of  traffic  around  here. (pause for 1.3s)  And  at  the  end,  it  didn't  sound  very  nice. (pause for 0.9s)  And  at  the  end,  he  called  me  and  I  said  it  sounded  weird.  I  don't  understand  why. (pause for 1.0s)  I  don't  know  if  the  Russell  were  interviewing  me,  suppose  that  he  wasn't  there. (pause for 0.9s)  And  he  said,  well,  yeah,  I  know.  Are  you  all  right  for  what  it  was  said?  So  we're  not  really. (pause for 1.1s)  He  said,  would  you  like  to  do  the  whole  thing  again  next  week  if  you're  free?  I  said,  that's  a  good  idea.  When  you  cut  everything  you've  done, (pause for 0.8s)  we'll  have  a  problem. (pause for 1.0s)  And  that's  the  last  one.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
James Stewart,JamesStewart_5.wav," here  as  a  contract  player  at  MGM, (pause for 1.4s)  a  comedian  named  Ted  Healy.  He  looked  at  me  and  he  said,  well,  you  may  have  a  chance  to  make  it  in  this  business.  It's  got  a  strange  business  out  here. (pause for 0.7s)  But  you,  but  always  remember  one  thing. (pause for 1.7s)  Never  treat  the  audience  as  customers, (pause for 0.8s)  always  treat  the  audience  as  partners. (pause for 1.5s)  And  I've  never  forgotten  it. (pause for 1.0s)  And  it's  meant  more  to  me  almost  than  anything  in  the  whole  career  that  I  have  in  the  whole  time  I've  had  in  the  business.","(pause, (pause, (pause, (pause, (pause, (pause"
Donald Sterling,DonaldSterling_5.wav," Sorry  that  so  many  people  are  hurt.  My  little  grandchild  goes  to  a  Catholic  nursery  and  they  were  passing  around  candy,  everybody. (pause for 1.1s)  When  they  got  to  her, (pause for 1.3s)  they  said,  we  don't  give  candy  to  racists, (pause for 0.7s)  seven  and  nine. (pause for 4.2s)  So  it  hurts  me.  I  hurt  my  ex -wife. (pause for 1.0s)  She  is  a  beautiful  person. (pause for 3.9s)  She  goes  to  the  hospital  and  she's  a  volunteer  at  Cedar  Sinai. (pause for 1.0s)  When  I  went  to  law  school,  she  worked  at  the  children's  hospital. (pause for 0.9s)  She's  a  giver.  She  works  at  the  stage  in  her  life.  She's  two  works. (pause for 1.4s)  She  didn't  need  this.  Her  whole  life  blew  up.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
George Klein,georgeklein_5_3.wav," It  was  beautiful,  like  a  movie  or  something,  and  sitting  right  in  the  middle  of  the  car,  the  door  was  a  little  ship  with  a  brand  new  yellow  68  Cadillac  convertible.  Elvis  said,  come  here,  GK.  I  said,  yeah,  he,  what's  up? (pause for 0.9s)  He  said,  stick  out  your  right  hand.  I  stick  my  right  hand  out. (pause for 0.5s)  He  dropped  some  keys  in,  and  he  said,  Merry  Christmas.","(pause, (pause"
George Klein,georgeklein_5_2.wav," He  said,  he  said,  his  name  was  Stan  Torgas.  I'm  never  gonna  get  his  name.  He  said,  we  love  you  and  everything.  You  got  good  numbers,  but  that  just  doesn't  fit  our  form  at  the  station. (pause for 0.5s)  He  said,  we  think  it's  like  Calypso,  a  mom  boat,  tango,  it's  got  fads,  it's  gonna  go  away.  So  he  let  me  go  and  that  very  night  I  ran  into  Elvis.  And  Elvis  said,  why  won't  you  on  the  radio  the  day?  I  told  him  he  left,  he  said,  fad,  fad. (pause for 0.5s)  We'll  teach  him  what  kind  of  fad  it  was.  You're  going  with  me  and  I  said,  where  are  we  going?  He  said,  you  gotta  work,  I  said,  he's  doing  nothing  longer,  I  said,  what  am  I  doing?  He  said,  you're  working  for  me. (pause for 0.5s)  I  said,  what  are  we  gonna  go?  We  went  to  Canada,  all  across  America's  first  big  North  American  tour. (pause for 0.8s)  We  went  into  Hollywood,  made  the  movie  Jill  House  Rock,  did  a  Christmas  album,  I  was  with  him  on  that.  Then  we  went  to  Hawaii, (pause for 0.5s)  came  back,  then  he  went  out  in  New  Orleans  and  made  King  Creel.  Then  he  went  to  the  army,  I  went  back  into  radio  on  TV. (pause for 0.6s)  And  I  started  building  my  audience,  my  popularity  back  up  and  did  a  pretty  good  and  we  got  out  of  the  army.  He  wanted  to  work  with  him  again.  And  I  said,  I've  got  TV  show  now.  I  said,  I'm  hot  and  once  again,  I  just  can't  go  on  the  road. (pause for 0.6s)  And  Elvis  said,  he  said,  what's  okay?  You  got  carte  blotch  any  time?  You  want  to  go  on  the  road  with  me,  just  call  him,  jump  on  Lisa  Marie  and,  you  know,  fly  with  us,  I  said.","(pause, (pause, (pause, (pause, (pause, (pause, (pause"
George Klein,georgeklein_5_1.wav, George  Klein  met  the  sounds  of  a  special  back  in  the  day.  I  did  an  award -winning  interview  with  Scotty  Morris  guitar  player  and  Dean  J.  Fontana  his  drummer.  It  took  place  in  studio  V  and  Nashville.  It  won  a  telly  for  the  cable  interview  of  the  year.,
Jack Hanna,JackHanna_10.wav," The  Hanna  family,  the  Columbus  Zoo,  Cincinnati  Zoo,  the  zoo  world,  this  is  obviously  a  terrible  tragedy,  but  however, (pause for 0.6s)  we  have  given  over  tens  of  millions  of  dollars  over  the  last  years  to  the  gorilla  world,  both  lowland  and  mountain  gorillas.  I  happen  to  have  a  home  three  miles  where  the  gorillas  live  in  Rwanda. (pause for 0.5s)  That's  the  mountain  gorillas,  however,  what  you  see  here,  you  hear  the  screaming  going,  I  hear  it  in  my  ear  right  now, (pause for 0.5s)  you  hear  the  screaming  going  on,  watch  that  gorillas  response,  by  the  way.  He  doesn't  know  what's  going  on.  This  is  a  silverback  probably,  not  a  female. (pause for 0.5s)  He  hears  the  response,  you  can  see  from  the  face  in  the  mouth,  he's  alarmed.  Yes,  he  goes  over,  looks  at  the  little  child  there,  they  know  that  about  that.  What  happens  when  you  tranquilize  the  animal?  Whether  it's  a  gorilla,  whatever  animal  it  might  be.  There's  a  new  researcher  in  the  wild  with  gorillas,  I've  seen  what  happens,  so  I  know  what  happens.  When  that  dark  hits  the  animal,  this  animal,  you  can  imagine,  the  animal,  that's  not,  it's  like  a  shot,  but  he  jumps  like  this.  So  what  would  happen  if  he  had  a  hole  in  that  little  boy?  I've  seen  a  silverback  gorilla  take  a  green  coconut, (pause for 0.5s)  but  you  can't  even  bust  up  with  a  hatchet  and  go  like  this. (pause for 0.9s)  Beyond  the  strength  of  anything  you'd  ever  know.  So  what  choice  would  you  have?  Human  life  and  animal  life.","(pause, (pause, (pause, (pause, (pause, (pause"
Jack Hanna,JackHanna_15.wav," It's  just  a  little  kangaroo  with  everybody,  and  when  the  kangaroo  is  born,  it's  a  size  of  your  thumbnail. (pause for 0.7s)  You  come  down  the  birth  canal,  it  has  to  crawl  out,  a  lot  of  them  don't  make  it  in  the  wild.  They  crawl  up  there  and  get  in  the  pouch  where  they  attach  to  the  breast, (pause for 0.5s)  and  that's  where  they  live  for  several  months  in  there. (pause for 0.5s)  So  it's  a  very  difficult  birth  when  the  kangaroo,  and  this  one  here  is  a  red  one  can  get  to  be  like  six,  seven  feet  tall  and  they  stand  up,  and  one  thing  you  don't  ever  want  to  do  is  you  walk  up  to  one,  if  you  see  them  in  a  while  there, (pause for 0.5s)  because  they  have  that  foot  kicked  there. (pause for 0.9s)  Well,  thank  you.","(pause, (pause, (pause, (pause, (pause"
Barry Cohen,BarryCohen_5.wav," We  should  be  doing  something  about  bushfires. (pause for 0.7s)  And  when  you  ask  them  why  they  aren't,  they  say  our  Kyoto  was  the  band, (pause for 0.6s)  the  calculation  of  natural  disasters,  earthquakes,  volcanoes,  tsunamis,  you  know  it. (pause for 0.8s)  But  I  said,  why  did  you  include  bushfires  in  there?  And  they  said,  well,  that's  because  it's  a  natural  disaster. (pause for 0.6s)  I  said,  hang  on  a  minute, (pause for 0.8s)  according  to  the  police, (pause for 0.7s)  a  third  or  according  to  the  science, (pause for 0.6s)  a  third  of  Australia's  carbon  emissions  come  from  bushfires. (pause for 1.1s)  And  they  say,  well,  that's  a  natural  disaster.  I  said,  no,  it's  not. (pause for 0.6s)  Probably  according  to  the  police  about, (pause for 0.5s)  there  are  about  54,000  bushfires  a  year  in  Australia,  average. (pause for 0.9s)  And  of  that,  20  to  30,000  are  arson. (pause for 0.5s)  How  is  arson  a  natural  disaster?","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Dennis Moore,DennisMoore_5.wav," about  our  troops  in  Afghanistan  and  Iraq  and  they  said  they're  there  for  about  to  six  months  and  the  Department  of  Defense  brings  them  back  for  two  weeks  what  they  call  R &R  a  rest  of  recuperation  with  their  family  then  they  go  back  and  they  finish  their  their  year. (pause for 0.7s)  The  next  part  of  the  story  I  heard  I  couldn't  believe  they  said  the  Department  of  Defense  is  bringing  them  back  to  the  East  Coast  putting  them  down  a  Baltimore  land  and  they're  told  from  here  you  pay  your  own  way  home  and  by  the  way  be  back  in  two  weeks  and  we  get  you  back  to  Iraq. (pause for 1.0s)  I  didn't  believe  it  and  I  had  my  staff  check  and  it  was  true  I  filed  a  bill  about  two  weeks  later  to  require  the  Department  of  Defense  to  pay  the  domestic  travel (pause for 0.6s)  and  every  time  I  file  a  new  bill  I  do  what's  called  a  dear  colleague  letter  and  within  10  days  two  weeks  I  had  138  co -sponsors,  Republicans  and  Democrats  signed  on  this  bill.  I  don't  know  what  to  note  across  the  top  of  my  dear  colleague  letter  in  blue,  and  it's  a  dear  Mr.  President  I  know  you  care  about  our  troops  please  make  this  happen  in  this  morning. (pause for 0.5s)  I  stuck  in  my  pocket  we  went  over  to  the  White  House  Christmas  party  and  I  saw  a  gun  named  Don  Rumsville  and  I  walked  over  to  him  and  I  said  Mr.  Secretary  of  Defense  Foreign  talked  for  a  minute  and  I  reached  my  pocket  and  he  had  a  newsletter  and  he  said  what  is  this?  I  told  him  he  said  I  said  I  would  really  appreciate  it  if  you  could  help  me  get  this  done  for  our  troops  and  he  said  let  me  see  what  I  can  do  and  get  back  with  you.  He  never  combed  me  back  never  wrote  me  back  but  two  weeks  after  I  talked  to  him  he  incorporated  my  bill  into  the  Defense  Department  budget  retroactive  September  1101  just  like  I'd  written  and  it's  now  law  and  that  really  felt  good  and  I  had  two  in  fact  back  home  two  members  of  the  army  come  up  to  me  and  thank  me  for  doing  the  bill  and  they  said  you  know  I  didn't  even  come  back  from  Iraq  because  I  knew  I  didn't  have  the  money  to  get  home  this  is  before  my  bill  became.","(pause, (pause, (pause, (pause"
Tim Conway,TimConway_5.wav," else  to  do.  And  so  I  went  down  to  a  television  station  in  Cleveland  and  I  said,  you  know,  I  have  an  idea  for  a  show. (pause for 1.0s)  And  Ernie  Anderson  will  be  the  talent,  a  local  guy  who  was  very  funny,  at  least  I  thought  so.  And  I  would  be  the  director.  Now  I  had  never  directed  and  he  had  very  questionable  talent.  So  we  went  on  in  the  morning.  Our  first  review  said,  you  want  to  see  stink  tune  into  eight  o 'clock.  What  a  tagline.  It  stayed  on  quite  some  time,  almost  a  year  because  or  14  weeks  or  whatever  they  were  giving  us  because  it  was  so.",(pause
Tim Conway,TimConway_10.wav," Ernie  and  I  met  probably  about  40  some  years  ago.  I  was  working  at  Channel  3  in  Cleveland  in  Ernie. (pause for 0.9s)  I  was  actually  driving  down  Euclid  Avenue  after  work  in  a  Volkswagen  and  I  had  blown  the  last  three  gears  in  my  car,  2nd,  3rd  and  4th.  So  I  was  driving  in  first  and  I  was  driving  home  screen  falls  and  was  going  and  a  car  pulled  up  alongside  a  window  rolled  down  and  Ernie  said, (pause for 0.6s)  hey  Schmuck,  are  you  charging  your  battery? (pause for 0.9s)  And  that's  how  we  met.  And  then  we  went  to  a  bar  after  that  and  sat  around  for  a  couple  of  years  and  then  he  eventually  got  into  promotion  work  in  Cleveland.  I  was  working  in  promotion.  I  just  came  out  of  the  army. (pause for 0.6s)  I  was  a  defending  Seattle.  I  had  been  there  two  years  and  as  you  know  they  were  not  attacked  56  through  58  and  came  back  to  Cleveland.  I  took  Jack  Riley's  place  who  eventually  ended  up  in  the  new  hard  show, (pause for 0.6s)  writing  for  a  disc  jockey  here  at  Big  Wilson. (pause for 0.8s)  And  Ernie  became  part  of  the  promotional (pause for 1.1s)  program  of  Channel  3.  So  we  did  a  lot  of  stuff,  you  know,  just  horse  and  round  promoting  shows  and  that's  how  it  kind  of  started  between  E &I.  We  had  a  promotion  at  the  station  one  time  throwing  baseballs  off  the  terminal  tower  here  in  Cleveland,  very  high  building.  And  if  you  caught  the  ball  you  got  a  season's  pass  to  the  Cleveland  Indians.  We  threw  the  first  ball  off  the  top  of  the  building  and  went  through  a  car  roof. (pause for 0.6s)  So  we  decided  maybe  that  wouldn't  work.  And  maybe  we...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Viv Nicholson,vivnicholson_5.wav," Mae 'n  rwy 'n  gwftos  جlo  yn  ymwci  sy 'n  eu  yna  yn  ymlu  o 'r  ni  sy 'n  sgwth. (pause for 1.3s)  Mae 'n  gweithio 'r  sgwth  yna  ymlu  o 'r  ni 'n  cyyhoedd. (pause for 0.7s)  Mae 'n  rhaid  o  dreid  o  ai  yma  aradodd,  sy 'n  yna  fi 'r  gallu  i 'n  gwaith.  Mae 'n  rhaid  o  gan  yma  yw  aradodd  i  ddwydaad.  Mae 'n  gwaith  ein  hynna 'r  hynna 'r  hynna.  Mae 'n  gwaithio 'r  syniadad  yn  chi,  mae 'n  gwaithioedd.  Am  yn  ei  faleddol?  Bwyd,  ffyd  yw  gone  pan 'gagol  yn  dymniall? (pause for 1.0s)  Chwyd  eu 'r  ddod  yn  dd菁  mewn  i  Nena. (pause for 0.8s)  E 'n  ddwerd  a  ddylaf  yn  ôl?  Wrth  gwrdd  y  trwyf  yn  ôl  yn  drwyf  yr  ôl.  Yn  rhan  yn  mewn  am  yn  gwneud  eul  yfyr  yn  ffydw  i,  a 'r  llawer  per  na  i 'u  llegong,  i 'n  gwasyn  ystyried  a  ffordd  mae 'n  gyddoedd,  a 'r  llawer  per  na  ffordd  yn  mynd  i 'u  llegongahti  gru.  Gyddoedd  yn  gyddoedd,  gallu  gyda 'r  llawer.  C  fall  yw.","(pause, (pause, (pause, (pause"
Charles K Kao,CharlesKKao_0.wav," I  started  the  work  in  industry  in  1957  and  joined  the  research  lab  in  1970. (pause for 0.9s)  By  the  time  I  get  really  into  the  fiber  work,  it  was  already  in  1963. (pause for 3.9s)  Prior  to  my  fiber  work,  I  was  working  on  microwave  systems. (pause for 1.1s)  First  of  all,  on  the  six  gigahertz  point -to -point  microwave  link,  it's  pure  development  work  of  a  product. (pause for 1.7s)  And  then  when  I  went  to  STR, (pause for 0.9s)  that's  a  research  lab. (pause for 0.8s)  I  decided  that  that's  a  very  wonderful  time  to  joining  the  sort  of  new  generations  of  wide -band  transmission  medium. (pause for 0.5s)  That  was,  first  of  all,  the  circular  microwave  waveguide. (pause for 1.0s)  So  I  was  working  at  the  starting  point  of  1960  on  circular  waveguide  and  it's  related","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Ian Holm,IanHolm_2.wav," I  think  there  are  just  so  many  incredible  things  about  this  project. (pause for 1.5s)  Both  my  friends  here,  I  mean  I  absolutely  agree  with  Christopher,  the  fact  that  this  film  is  made  is  probably  the  most  remarkable  thing. (pause for 1.3s)  And  as  he  said,  the  blending  of  the  special  effects  with  good  acting,  for  say,  is  somewhat  unusual  because  they're  seamless,  they  meld  together  in  a  very  remarkable  way. (pause for 0.6s)  And  I'm  slightly  talking  off  the  top  of  my  head  at  the  moment  because  I  haven't  seen  the  26  minutes  that  everybody  else  has  seen,  just  I  only  got  in  here  last  night. (pause for 0.9s)  But  I've  just  seen  happy  birthday,  billboard  bagging,  large  letters  over  there. (pause for 0.5s)  And  it  takes  me  back  to  when  indeed  I  was  asked  to  do  this  job. (pause for 0.7s)  And  I  had  played  the  part  of  throw  that  before  in  the  radio,  so  I  knew  the  text  quite  well. (pause for 1.6s)  And  they  are  quite  remarkable  and  it  was  not  only  the  film  itself,  but  where  it  was  made  in  probably  one  of  the  most  beautiful  countries  in  the  world. (pause for 1.3s)  And  all  in  all,  it  was  the  most  gratifying  experience  for  me,  although  I  was  not  able  to  bond  as  well  as  much  as  people  like  my  friend  Ian, (pause for 0.7s)  who  was  on  the  project  for  over  a  year,  I  was  only  there  for  five  weeks. (pause for 0.6s)  So  coming  back  one  feels  slightly...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Ted Turner,TedTurner_5.wav," And  they  didn't,  the  management  didn't  come  after  me  until, (pause for 0.9s)  until  after  we  had  merged  with  AOL  and  I'd  been  diluted  down  from  10 %  to  3%,  then  they  figured  they  could  get  me  without  repercussions  with  the  shareholders  because  I  had  a  really  great  business  record  up  until  then  and  even  today, (pause for 0.7s)  the  Jewel  and  Tom  Warner's  crown  is  turning  broadcasting.  It's  continued  to  do  well  whereas  the  rest  of  the  company  is.","(pause, (pause"
Ted Turner,TedTurner_0.wav, I  think  they're  sticking  with  politics  a  little  too  much. (pause for 0.9s)  They  do  better  to  have  a  more  balanced  agenda. (pause for 1.9s)  But  that's  just  one  person's  opinion.,"(pause, (pause"
Annette Michelson,annettemichelson_15.wav," Well,  one  could  say  that  he's  one  of  the  inventors  of  the  modern  Japanese  cinema, (pause for 0.9s)  and  that  his  work (pause for 0.5s)  from  the  very  beginning,  but  particularly  from  the  immediately  post -war  period, (pause for 1.2s)  becomes  canonical  for  a  number  of  reasons. (pause for 0.8s)  One  is  that  he  is,  of  course,  the  inheritor  of  a  great  tradition  of  visual  arts  in  Japan.  And  perhaps  somewhat  more  concerned  than  a  number  of  other  Japanese  filmmakers  with  perpetuating  that,  with,  in  a  sense,  making  it  enter  into  modern  cinema. (pause for 0.8s)  The  other  thing  is  that  he's  an  extraordinary  film  writer  and  script  writer  with  a  propensity  for  adaptations (pause for 2.1s)  of  canonical  texts. (pause for 1.3s)  One  of  those,  for  example,  is  the  idea  of  just  the  F.C. (pause for 1.5s)  Another  is,  in  fact,  this  was  Osawa,  which  is  a  canonical  text  of  a  very  particular  kind (pause for 0.8s)  in  Russia,  and  we'll  talk  about  that  perhaps  a  bit  later. (pause for 1.8s)  Third,  I  think,  is  that  there's  a  certain  kind  of  mixture (pause for 0.8s)  of  extreme  clarity  in  Kursawa's  work, (pause for 0.6s)  a  kind  of  clarity  which  often  favors.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
